日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-11-23,'300674,宇信科技,32.0,37.0,32.0,34.32,34.34,-2.34,-6.8142,70.9216,28375716,978030150.69,12800320000.0,1280320000.0
2018-11-22,'300674,宇信科技,34.34,34.34,34.34,34.34,31.22,3.12,9.9936,5.8484,2339946,80353745.64,13736343400.0,1373943400.0
2018-11-21,'300674,宇信科技,31.22,31.22,30.73,31.22,28.38,2.84,10.007,30.2381,12098279,377669596.1,12488312200.0,1249112200.0
2018-11-20,'300674,宇信科技,28.38,28.38,28.38,28.38,25.8,2.58,10.0,0.6853,274186,7781398.68,11352283800.0,1135483800.0
2018-11-19,'300674,宇信科技,25.8,25.8,25.8,25.8,23.45,2.35,10.0213,0.5973,238974,6165529.2,10320258000.0,1032258000.0
2018-11-16,'300674,宇信科技,23.45,23.45,23.45,23.45,21.32,2.13,9.9906,0.8575,343087,8045390.15,9380234500.0,938234500.0
2018-11-15,'300674,宇信科技,21.32,21.32,21.32,21.32,19.38,1.94,10.0103,0.2646,105886,2257489.52,8528213200.0,853013200.0
2018-11-14,'300674,宇信科技,19.38,19.38,19.38,19.38,17.62,1.76,9.9886,0.256,102440,1985287.2,7752193800.0,775393800.0
2018-11-13,'300674,宇信科技,17.62,17.62,17.62,17.62,16.02,1.6,9.9875,0.1695,67812,1194847.44,7048176200.0,704976200.0
2018-11-12,'300674,宇信科技,16.02,16.02,16.02,16.02,14.56,1.46,10.0275,0.0662,26502,424562.04,6408160200.0,640960200.0
2018-11-09,'300674,宇信科技,14.56,14.56,14.56,14.56,13.24,1.32,9.9698,0.0521,20856,303663.36,5824145600.0,582545600.0
2018-11-08,'300674,宇信科技,13.24,13.24,13.24,13.24,12.04,1.2,9.9668,0.0262,10478,138728.72,5296132400.0,529732400.0
2018-11-07,'300674,N宇信,12.04,12.04,10.03,10.03,8.36,3.68,44.0191,0.0507,20300,243706.0,4816120400.0,481720400.0
